"Word"	"Frequency"
"hilary"	1
"hilborn"	1
"hill"	27
"hillary"	45
"hillerman"	13
"hillery"	6
"hilliard"	8
"hillier"	1
"hills"	35
"hillsborough"	13
"hillsdale"	1
"hillsides"	3
"hilltop"	1
"hilly"	2
"hilton"	22
"him"	721
"himself"	132
"hinche"	1
"hindered"	3
"hindsight"	1
"hine"	2
"hines"	1
"hinge"	2
"hinges"	1
"hinging"	1
"hingis"	1
"hinkle"	2
"hinnant"	10
"hint"	4
"hinted"	4
"hints"	3
"hip"	18
"hippie"	2
"hippies"	1
"hips"	2
"hipsters"	1
"hire"	15
"hired"	28
"hires"	2
"hiring"	19
"hiroaki"	1
"hirofumi"	1
"hiroko"	1
"hirsch"	11
"hirst"	1
"his"	2787
"hispanic"	28
"hispanics"	13
"hissed"	1
"historian"	17
"historians"	12
"historic"	43
"historical"	23
"historically"	11
"histories"	2
"historisches"	2
"history"	196
"hit"	107
"hitch"	1
"hitchcock"	2
"hitchcockian"	1
"hitched"	2
"hitchens"	2
"hitler"	2
"hits"	24
"hitter"	6
"hitting"	13
"hiv"	32
"hlecrone"	1
"hmc"	1
"hnidy"	4
"ho"	2
"hoarding"	1
"hoarse"	5
"hoarser"	1
"hoax"	1
"hoaxes"	1
"hobbies"	3
"hobble"	1
"hobbled"	2
"hobbling"	1
"hobbs"	2
"hobnob"	1
"hoc"	2
"hochuli"	6
"hockey"	7
"hockeytown"	1
"hodgson"	1
"hoffman"	3
"hofheim"	1
"hogan"	1
"hogwash"	2
"hoisted"	1
"hokies"	2
"hold"	89
"holden"	1
"holder"	8
"holders"	5
"holding"	44
"holdings"	5
"holdouts"	2
"holds"	21
"hole"	16
"holed"	1
"holes"	9
"holiday"	26
"holidays"	8
"holland"	1
"hollen"	2
"hollering"	1
"hollers"	1
"holliday"	9
"hollingsworth"	2
"holliston"	1
"hollow"	2
"hollowed"	1
"holly"	1
"hollywood"	30
"holman"	1
"holmgren"	1
"holocaust"	2
"holograms"	2
"holographic"	1
"holt"	3
"holtz"	1
"holy"	2
"holyoke"	3
"homage"	3
"homages"	1
"homayun"	2
"home"	388
"homeboys"	1
"homebrew"	1
"homebuyers"	3
"homecoming"	3
"homecomings"	1
"homefield"	1
"homegrown"	1
"homeland"	5
"homeless"	22
"homelessness"	7
"homemade"	8
"homemaker"	2
"homeowner"	9
"homeowners"	41
"homer"	3
"homers"	4
"homes"	50
"homesick"	1
"homestead"	7
"homestretch"	1
"hometown"	14
"homewise"	1
"homewood"	1
"homework"	3
"homi"	11
"homicide"	1
"homies"	1
"homing"	1
"homoerotic"	1
"homogeneity"	1
"homogeneous"	3
"homogenous"	1
"homonym"	1
"honda"	8
"hone"	1
"honed"	4
"honest"	10
"honestly"	6
"honesty"	2
"honey"	1
"honeymoon"	7
"hong"	6
"honky"	2
"honolulu"	7
"honor"	15
"honorable"	5
"honorary"	8
"honored"	3
"honoree"	1
"honorees"	3
"honoring"	4
"honors"	6
"hoo"	1
"hood"	1
"hoodie"	1
"hoodied"	1
"hoofed"	1
"hook"	10
"hooked"	3
"hooking"	2
"hooks"	1
"hoop"	1
"hoosier"	1
"hootman"	1
"hoover"	15
"hop"	8
"hope"	104
"hoped"	30
"hopeful"	10
"hopefully"	13
"hopelessly"	1
"hopes"	50
"hopi"	1
"hoping"	35
"hopkins"	6
"hopkinson"	11
"hopkinton"	1
"hopped"	1
"hopping"	1
"hops"	2
"hopscotching"	1
"horace"	1
"horacio"	1
"horatio"	1
"hordes"	2
"horisaki"	1
"horizon"	4
"horizontal"	2
"horizontally"	2
"hormonal"	1
"hormone"	6
"hormones"	1
"horn"	5
"hornblass"	2
"hornblower"	1
"hornbuckle"	2
"horner"	1
"hornet"	1
"hornets"	2
"hornick"	1
"horns"	1
"horrendous"	2
"horrible"	3
"horrific"	2
"horrifying"	1
"horror"	13
"horrors"	2
"horse"	15
"horseback"	2
"horsepower"	14
"horses"	8
"horus"	1
"hospice"	8
"hospitable"	2
"hospital"	28
"hospitalizations"	2
"hospitalized"	7
"hospitals"	6
"host"	35
"hostage"	1
"hostages"	1
"hosted"	7
"hostess"	1
"hostile"	10
"hostility"	2
"hosting"	8
"hosts"	12
"hot"	45
"hotaling"	1
"hotbed"	3
"hotdog"	1
"hotel"	95
"hoteliers"	1
"hotels"	19
"hotheaded"	1
"hothouse"	1
"hotlanta"	2
"hotline"	1
"hotly"	2
"hotplate"	1
"hottest"	4
"houghton"	2
"hounded"	1
"hounding"	1
"hour"	108
"hourlong"	3
"hourly"	1
"hours"	138
"house"	293
"housecleaning"	1
"housed"	1
"household"	13
"households"	9
"housekeeping"	2
"housemates"	1
"houseplant"	1
"houses"	32
"housewives"	1
"housework"	1
"houshmandzadeh"	2
"housing"	64
"houston"	49
"hover"	1
"hovering"	5
"how"	542
"howard"	35
"howe"	2
"howell"	1
"however"	93
"howland"	1
"howled"	1
"howler"	1
"howling"	1
"howrah"	1
"hoyt"	2
"hp"	3
"hrelec"	5
"hsbc"	2
"hsm"	1
"htm"	2
"html"	5
"http"	6
"https"	2
"hub"	6
"hubbard"	2
"hubris"	1
"huckabee"	3
"huckleberry"	1
"huddle"	4
"huddling"	1
"hudson"	12
"hue"	1
"hued"	2
"huettel"	1
"huettelsptimes"	1
"huffington"	5
"huffingtonpost"	2
"hug"	6
"huge"	80
"hugely"	3
"hugged"	5
"hugger"	1
"hugh"	3
"hughes"	6
"hugo"	10
"hugs"	2
"huh"	2
"hujik"	3
"hulbert"	2
"hulk"	3
"hull"	1
"hulse"	2
"hulu"	2
"hum"	1
"human"	54
"humana"	2
"humanism"	1
"humanitarian"	6
"humanitarianism"	1
"humanities"	3
"humanity"	6
"humanize"	1
"humanly"	1
"humans"	2
"humble"	3
"humbled"	2
"humbleness"	1
"humbling"	4
"humboldt"	11
"hume"	5
"humid"	1
"humidity"	3
"humiliate"	1
"humiliating"	2
"humiliation"	2
"humility"	1
"hummed"	1
"humming"	1
"humongous"	1
"humor"	35
"humored"	1
"humorless"	2
"humorous"	2
"hump"	3
"humpbacked"	1
"hums"	1
"humvee"	3
"humvees"	2
"hundred"	8
"hundreds"	62
"hung"	11
"hungary"	4
"hunger"	5
"hungering"	1
"hungrier"	1
"hungriness"	3
"hungry"	11
"hunky"	1
"hunt"	13
"hunted"	1
"hunter"	9
"hunterdon"	1
"hunters"	2
"hunting"	4
"huntington"	5
"hunts"	2
"huntsman"	7
"hurdle"	1
"hurdles"	3
"hurin"	1
"hurled"	1
"hurler"	1
"hurly"	1
"hurricane"	19
"hurricanes"	4
"hurry"	9
"hurst"	1
"hurt"	29
"hurting"	8
"hurtled"	1
"hurts"	7
"husband"	82
"husbandry"	1
"husbands"	5
"hush"	1
"hushed"	2
"hushes"	1
"huskers"	2
"huskies"	6
"hussein"	3
"husted"	2
"hustings"	1
"hustle"	1
"hustled"	1
"hustling"	2
"hut"	2
"hutcheson"	1
"hutchinson"	1
"hutu"	2
"hutus"	1
"huyser"	2
"hvs"	1
"hwa"	2
"hyacinths"	5
"hyannis"	1
"hyatt"	1
"hybrid"	4
"hyde"	2
"hydrangea"	1
"hydrated"	3
"hydraulic"	2
"hydro"	1
"hydrogen"	1
"hydrophone"	3
"hymns"	1
"hynde"	2
"hynes"	3
"hype"	3
"hyped"	2
"hyper"	2
"hyperactive"	1
"hyperbole"	5
"hyperdiscreet"	1
"hyperion"	5
"hypnosis"	24
"hypnosisnetwork"	1
"hypnotherapists"	1
"hypnotherapy"	1
"hypnotic"	2
"hypnotism"	1
"hypnotist"	2
"hypnotized"	5
"hypo"	6
"hypocrite"	1
"hypocritical"	5
"hypocritically"	1
"hypothetical"	1
"hysterectomies"	1
"hysterectomy"	1
"hysterical"	1
"hyuk"	1
"hyundai"	2
"i"	2593
"i9900"	1
"iac"	1
"ian"	11
"ibach"	1
"ibanez"	4
"ibercaja"	2
"iberian"	2
"ibm"	1
"ibrahim"	3
"ice"	39
"iceberg"	2
"iceland"	31
"icelanders"	2
"icelandic"	22
"icesave"	3
"icing"	1
"icon"	7
"iconic"	5
"iconoclastic"	1
"iconography"	3
"icons"	5
"id"	11
"idaho"	5
"idea"	84
"ideal"	14
"idealism"	1
"idealistic"	1
"idealize"	2
"idealized"	1
"ideals"	1
"ideas"	38
"identical"	7
"identification"	10
"identifications"	1
"identified"	33
"identifies"	1
"identify"	14
"identifying"	1
"identities"	5
"identity"	26
"ideological"	4
"ideologies"	1
"ideologue"	3
"ideologues"	1
"ideology"	12
"ideya"	3
"idioms"	1
"idiot"	1
"idiots"	3
"idle"	3
"idled"	1
"idling"	1
"idly"	2
"idol"	7
"ids"	2
"ied"	2
"if"	1106
"iffy"	1
"ifill"	1
"ifs"	3
"igawa"	1
"igen"	1
"iginla"	2
"ignite"	4
"ignited"	7
"igniter"	12
"igniters"	2
"igniting"	1
"ignition"	3
"ignominious"	1
"ignorance"	3
"ignorant"	3
"ignore"	10
"ignored"	12
"ignores"	2
"ignoring"	2
"igoe"	1
"igor"	2
"iguaran"	1
"iha"	1
"ihara"	2
"ii"	49
"iii"	7
"ike"	16
"il"	1
"ileana"	1
"ilhan"	1
"ill"	29
"illegal"	45
"illegally"	12
"illegals"	1
"illegitimate"	1
"illicit"	4
"illinois"	31
"illiquid"	1
"illness"	17
"illnesses"	2
"ills"	1
"illuminate"	1
"illuminated"	3
"illusion"	4
"illusionist"	1
"illustrate"	3
"illustrated"	5
"illustrates"	5
"illustrating"	3
"illustrations"	4
"illustrator"	1
"illustrious"	2
"ilya"	3
"im"	1
"image"	38
"imagery"	2
"images"	30
"imaginable"	1
"imagination"	3
"imaginative"	2
"imagine"	22
"imagined"	10
"imagines"	1
"iman"	1
"imbalance"	1
"imbalanced"	1
"imbed"	1
"imf"	5
"img"	2
"imitate"	1
"imitating"	5
"imitation"	2
"imitator"	1
"immature"	2
"immaturity"	2
"immeasurable"	1
"immeasurably"	2
"immediacy"	1
"immediate"	34
"immediately"	37
"immelt"	2
"immense"	5
"immensely"	2
"immerse"	1
"immersed"	4
"immersing"	2
"immigrant"	12
"immigrants"	23
"immigrated"	1
"immigration"	46
"immigrations"	2
"imminent"	7
"immobilized"	1
"immoral"	2
"immorality"	1
"immortal"	1
"immortality"	2
"immortalized"	1
"immune"	10
"immunity"	4
"immunize"	1
"imogen"	1
"impact"	65
"impacted"	1
"impacting"	1
"impactors"	1
"impaired"	1
"impairment"	2
"impartial"	2
"impartially"	1
"impasse"	5
"impassioned"	1
"impatience"	3
"impatient"	1
"impeach"	3
"impeachment"	15
"impeccable"	3
"impediment"	1
"impending"	5
"imperative"	4
"imperceptibly"	1
"imperfect"	1
"imperfections"	1
"imperial"	1
"imperil"	2
"impermanent"	1
"impersonation"	6
"imperturbable"	2
"implanted"	1
"implausibility"	1
"implausible"	3
"implement"	2
"implicate"	1
"implicated"	1
"implications"	10
"implicit"	4
"implied"	8
"implies"	3
"implode"	2
"imploded"	5
"imploding"	1
"implosions"	1
"imply"	3
"import"	4
"importance"	17
"important"	146
"importantly"	1
"imported"	2
"importers"	1
"importing"	1
"imports"	4
"impose"	6
"imposed"	4
"imposes"	1
"imposing"	3
"impossible"	32
"impossibly"	2
"impotent"	1
"impoverished"	1
"impractical"	2
"impregnated"	1
"impresario"	1
"impress"	1
"impressed"	10
"impression"	6
"impressionable"	2
"impressionist"	2
"impressions"	3
"impressive"	12
"impressively"	1
"imprint"	2
"imprisoned"	2
"imprisonment"	1
"improbable"	8
"improbably"	1
"impromptu"	5
"improper"	5
"improperly"	3
"impropriety"	1
"improve"	27
"improved"	20
"improvement"	16
"improvements"	13
"improves"	2
"improving"	10
"improvise"	1
"improvised"	3
"impugn"	2
"impulses"	3
"impunity"	2
"in"	11250
"inability"	5
"inaccurately"	2
"inacio"	1
"inaction"	2
"inactive"	12
"inactives"	1
"inadequate"	2
"inadequately"	2
"inadvertent"	1
"inadvertently"	3
"inane"	1
"inappropriate"	5
"inappropriately"	2
"inarguably"	1
"inaugural"	2
"inaugurated"	1
"inauguration"	12
"inc"	16
"incandescent"	1
"incantations"	1
"incapable"	1
"incapacitated"	1
"incarcerated"	1
"incarceration"	1
"incarnate"	1
"incarnation"	4
"incarnations"	1
"incendiary"	2
"incentive"	10
"incentives"	9
"inception"	2
"incessant"	1
"inch"	47
"inches"	15
"inchon"	1
"incident"	17
"incidental"	1
"incidents"	8
"incisions"	2
"incisive"	5
"incitement"	1
"inclement"	1
"inclined"	4
"include"	91
"included"	47
"includes"	52
"including"	265
"inclusion"	2
"incognito"	1
"income"	46
"incomes"	1
"incoming"	7
"incompetence"	3
"incompetent"	1
"incomplete"	5
"incompletion"	1
"incongruity"	3
"incongruous"	3
"inconsistencies"	1
"inconsistency"	2
"inconsistent"	3
"inconsolable"	2
"incontinence"	1
"incontinent"	1
"inconvenience"	1
"inconveniences"	1
"inconvenient"	1
"incorporate"	5
"incorporated"	3
"incorporates"	1
"incorporating"	3
"incorrect"	5
"incorrectly"	5
"increase"	60
"increased"	33
"increases"	14
"increasing"	24
"increasingly"	31
"incredible"	7
"incredibly"	6
"incredulous"	2
"increments"	2
"incriminate"	1
"incubate"	1
"incubator"	2
"incumbency"	2
"incumbent"	25
"incumbents"	12
"incur"	2
"incurably"	1
"incurred"	2
"incurring"	1
"incursion"	2
"incursions"	1
"ind"	4
"indebted"	1
"indecencies"	1
"indecency"	3
"indecent"	9
"indecision"	5
"indecisive"	1
"indeed"	33
"indefinitely"	2
"indelible"	3
"independence"	15
"independent"	37
"independently"	2
"independents"	9
"index"	25
"indexes"	1
"india"	16
"indian"	16
"indiana"	38
"indianapolis"	32
"indians"	13
"indicate"	16
"indicated"	13
"indicates"	6
"indicating"	8
"indication"	9
"indications"	5
"indicator"	1
"indictment"	2
"indie"	2
"indifference"	2
"indifferent"	1
"indigenous"	7
"indignity"	1
"indirect"	5
"indirectly"	2
"indispensable"	2
"individual"	46
"individualism"	1
"individualized"	1
"individually"	3
"individuals"	20
"indochina"	2
"indoctrinate"	2
"indomitable"	1
"indonesia"	3
"indonesian"	2
"indoor"	1
"indoors"	4
"indridason"	1
"indubitable"	1
"induced"	3
"inducted"	1
"inductees"	1
"inducting"	1
"indulged"	1
"indulgence"	1
"indulgences"	1
"indulging"	1
"industrial"	30
"industrialized"	1
"industrials"	1
"industries"	18
"industry"	133
"indy"	6
"ineffably"	1
"ineffective"	4
"ineffectual"	3
"inefficiencies"	1
"inefficient"	2
"ineligible"	1
"ineoimpressionisti"	1
"inept"	1
"ineptitude"	2
"inequality"	1
"inequities"	1
"inertia"	1
"inevitability"	1
"inevitable"	10
"inevitably"	2
"inexact"	1
"inexcusable"	1
"inexhaustible"	1
"inexorable"	1
"inexorably"	1
"inexpensive"	3
"inexpensively"	1
"inexperience"	1
"inexperienced"	3
"inexplicable"	1
"inexplicably"	2
"infamous"	5
"infamy"	1
"infancy"	1
"infant"	3
"infantry"	4
"infants"	2
"infatuation"	1
"infect"	1
"infected"	10
"infecting"	3
"infection"	12
"infections"	2
"infectious"	3
"inferences"	1
"inferiority"	1
"inferno"	1
"infertile"	1
"infested"	1
"infidelity"	3
"infielder"	1
"infielders"	1
"infighting"	1
"infiltrate"	1
"infiltrated"	4
"infinitely"	1
"infiniti"	2
"inflammation"	1
"inflammatory"	1
"inflatable"	1
"inflate"	1
"inflation"	18
"inflected"	1
"inflict"	1
"inflicted"	3
"influence"	37
"influenced"	9
"influences"	4
"influencing"	3
"influential"	6
"influx"	6
"info"	2
"infomania"	1
"infomercial"	6
"inform"	3
"informal"	2
"informally"	2
"informant"	3
"informants"	7
"information"	96
"informative"	1
"informed"	9
"informing"	2
"informs"	3
"infraction"	2
"infractions"	1
"infrared"	2
"infrastructure"	20
"infrequency"	1
"infringed"	2
"infuriate"	1
"infuriated"	1
"infuse"	1
"infused"	5
"infusing"	1
"infusion"	3
"infusions"	3
"ing"	22
"ingall"	2
"ingeniously"	1
"ingenuity"	1
"ingibjorg"	2
"ingots"	1
"ingrained"	3
"ingredient"	3
"ingredients"	18
"ingrid"	3
"inhabit"	2
"inhabitants"	1
"inhabited"	3
"inhabiting"	1
"inhalation"	2
"inhaled"	2
"inherently"	3
"inherit"	2
"inheritance"	3
"inherited"	6
"inheriting"	3
"inheritors"	1
"inhuman"	1
"inhumanly"	2
"initial"	18
"initially"	14
"initials"	1
"initiated"	2
"initiating"	1
"initiative"	21
"initiatives"	12
"inject"	6
"injected"	5
"injecting"	1
"injection"	6
"injections"	4
"injunction"	1
"injured"	33
"injuries"	31
"injuring"	1
"injury"	44
"injustice"	1
"injustices"	1
"ink"	3
"inked"	1
"inkjet"	2
"inkster"	1
"inland"	5
"inlet"	2
"inmate"	1
"inmates"	3
"inn"	2
"inner"	7
"innings"	8
"innocence"	11
"innocent"	8
"innocents"	1
"innovate"	1
"innovation"	22
"innovations"	4
"innovative"	7
"innovator"	2
"innovators"	2
"innuendo"	1
"inoculated"	1
"inoculates"	1
"inoffensive"	1
"inopportune"	1
"inordinate"	1
"inordinately"	1
"inouye"	1
"input"	4
"inquiries"	1
"inquiry"	25
"inroads"	3
"ins"	2
"insane"	3
"insanity"	1
"inscribed"	4
"inscription"	1
"inscrutable"	3
"insects"	1
"insecurity"	1
"inseparable"	1
"insert"	3
"inserted"	2
"inside"	63
"insider"	7
"insiders"	3
"insidesocal"	1
"insidious"	1
"insight"	7
"insightful"	1
"insights"	4
"insignificant"	2
"insignificantly"	1
"insipid"	1
"insist"	5
"insisted"	17
"insistence"	3
"insistent"	1
"insisting"	3
"insists"	5
"insolvent"	1
"insomniac"	1
"insouciant"	1
"inspect"	1
"inspecting"	1
"inspection"	4
"inspections"	2
"inspector"	12
"inspectors"	3
"inspiration"	7
"inspirational"	4
"inspire"	7
"inspired"	25
"inspires"	1
"inspiring"	5
"install"	3
"installation"	9
"installations"	2
"installed"	8
"installer"	2
"installers"	3
"installing"	6
"installment"	5
"installments"	1
"instance"	15
"instances"	4
"instant"	10
"instantly"	6
"instead"	114
"instigate"	2
"instigated"	1
"instilling"	1
"instinct"	4
"instinctive"	2
"instincts"	1
"institute"	31
"institutes"	1
"institution"	18
"institutional"	3
"institutions"	36
"instructed"	7
"instructing"	1
"instruction"	2
"instructions"	3
"instructive"	2
"instructor"	12
"instructors"	3
"instrument"	7
"instrumental"	2
"instruments"	7
"insubstantial"	1
"insufficient"	4
"insular"	3
"insulated"	1
"insult"	5
"insults"	1
"insurance"	76
"insure"	2
"insured"	3
"insurer"	2
"insurers"	13
"insurgencies"	1
"insurgency"	5
"insurgents"	3
"insuring"	2
"insurmountable"	3
"insurrection"	3
"intact"	4
"intake"	2
"intangible"	1
"integral"	2
"integrated"	6
"integration"	2
"integrity"	13
"intel"	1
"intellect"	1
"intellectual"	12
"intellectualization"	1
"intellectuals"	1
"intelligence"	23
"intelligencer"	2
"intelligent"	6
"intelligentsia"	1
"intemperance"	1
"intend"	12
"intended"	44
"intending"	2
"intends"	3
"intense"	20
"intensely"	4
"intensified"	7
"intensify"	2
"intensity"	19
"intensive"	8
"intent"	5
"intention"	8
"intentional"	2
"intentionally"	3
"intentions"	8
"intently"	1
"interact"	5
"interacted"	1
"interacting"	1
"interaction"	5
"interactions"	3
"interactive"	11
"interactivecorp"	1
"interactivity"	1
"interagency"	3
"interbank"	3
"intercepted"	15
"interception"	28
"interceptions"	25
"interchange"	1
"interconnected"	2
"intercontinental"	1
"intercourse"	1
"interest"	114
"interested"	26
"interesting"	30
"interestingly"	2
"interests"	20
"interface"	2
"interfaith"	4
"interfax"	2
"interfere"	12
"interference"	20
"interim"	5
"interior"	24
"interiors"	1
"interjection"	1
"interlagos"	1
"interlopers"	1
"interlude"	2
"intermediaries"	2
"intermittent"	1
"intermixed"	1
"intermountain"	1
"internal"	28
"internally"	1
"international"	85
"internationalists"	1
"internet"	79
"interns"	3
"internship"	1
"interpersonal"	1
"interplay"	1
"interpol"	1
"interpret"	1
"interpretation"	10
"interpretations"	3
"interpreted"	2
"interpreter"	4
"interpublic"	2
"interracial"	1
"interrogation"	2
"interrogations"	1
"interrogators"	1
"interrupted"	9
"interrupting"	3
"interruptions"	1
"intersect"	2
"intersection"	1
"interstate"	3
"intertwined"	2
"intervals"	1
"intervene"	7
"intervenes"	1
"intervention"	7
"interview"	104
"interviewed"	23
"interviewer"	2
"interviewers"	1
"interviewing"	5
"interviews"	33
"interwove"	1
"intestinal"	1
"intestines"	4
"intifada"	1
"intimacy"	1
"intimate"	3
"intimately"	1
"intime"	1
"intimidate"	3
"intimidated"	4
"intimidating"	4
"intimidation"	1
"into"	753
"intolerance"	1
"intones"	1
"intoxicated"	3
"intoxicating"	1
"intoxication"	1
"intractable"	2
"intramuscular"	2
"intravenous"	3
"intricate"	2
"intricately"	1
"intrigue"	4
"intrigued"	3
"intriguing"	10
"intrinsic"	1
"intrinsically"	1
"introduce"	9
"introduced"	20
"introduces"	5
"introduction"	14
"introductions"	1
"introductory"	2
"introspective"	1
"intrude"	1
"intruded"	2
"intruder"	1
"intrusion"	1
"intrusive"	2
"ints"	3
"intuition"	2
"intuitive"	1
"inundate"	1
"inundated"	1
"invade"	2
"invaded"	3
"invaders"	1
"invading"	4
"invalid"	1
"invalidated"	3
"invaluable"	4
"invariably"	3
"invasion"	6
"invasive"	2
"invent"	1
"invented"	5
"inventing"	1
"invention"	2
"inventions"	1
"inventive"	1
"inventor"	1
"inventories"	4
"inventors"	2
"inventory"	2
"inversion"	1
"invert"	1
"inverted"	1
"invesco"	3
"invest"	10
"investec"	1
"invested"	14
"investigate"	9
"investigated"	2
"investigating"	10
"investigation"	42
"investigations"	9
"investigative"	4
"investigator"	3
"investigators"	9
"investing"	7
"investment"	70
"investments"	27
"investor"	8
"investors"	66
"invests"	2
"invigorating"	1
"invincible"	1
"invitation"	6
"invite"	2
"invited"	7
"invitees"	1
"invites"	1
"invitingly"	1
"invocation"	1
"invoke"	1
"invoked"	5
"invokes"	1
"involuntarily"	1
"involve"	4
"involved"	58
"involvement"	14
"involves"	10
"involving"	16
"inyo"	1
"ionesco"	1
"iou"	1
"iowa"	44
"ipennsptimes"	1
"iphone"	6
"ipo"	2
"ipod"	3
"ipratropium"	1
"ipswich"	1
"iran"	27
"iranian"	11
"iraq"	130
"iraqi"	24
"iraqis"	5
"irascible"	1
"irate"	1
"irby"	1
"ire"	1
"ireland"	2
"irina"	2
"irish"	8
"irked"	1
"iron"	10
"ironic"	3
"ironically"	1
"ironing"	1
"irony"	2
"irrational"	2
"irregularities"	3
"irrelevant"	2
"irreplaceable"	1
"irresistible"	3
"irresponsible"	3
"irresponsibly"	1
"irreversible"	2
"irrevocable"	1
"irrevocably"	1
"irrigation"	2
"irritable"	2
"irritated"	3
"irritates"	1
"irritating"	1
"irs"	1
"irv"	1
"irvin"	2
"irving"	5
"is"	4297
"isaac"	2
"isabel"	3
"isabelw"	1
"isacson"	1
"iscol"	1
"ish"	1
"ishak"	1
"ishizaka"	1
"isiah"	3
"isis"	1
"islam"	3
"islamabad"	5
"islamic"	7
"islamist"	1
"islamiyah"	1
"island"	77
"islander"	1
"islanders"	3
"islands"	3
"isle"	1
"islip"	2
"ismael"	1
"isn"	84
"isolate"	1
"isolated"	10
"isolates"	1
"isolating"	2
"isolation"	3
"isolationist"	1
"israel"	30
"israeli"	15
"israelis"	3
"issa"	1
"issawi"	2
"issenberg"	1
"issuance"	2
"issue"	120
"issued"	21
"issues"	96
"issuing"	7
"istanbul"	1
"it"	4101
"ital"	1
"italian"	20
"italien"	1
"italy"	16
"item"	13
"items"	23
"itineraries"	1
"itinerary"	1
"ito"	4
"its"	890
"itself"	78
"itunes"	1
"iv"	4
"ivan"	2
"iverson"	44
"ivester"	4
"ivory"	1
"ivy"	5
"ization"	1
"ized"	1
"izod"	1
"j"	101
"jab"	1
"jabar"	5
"jabbar"	1
"jabber"	1
"jabbing"	1
"jaberi"	3
"jabr"	4
"jack"	15
"jacket"	2
"jackets"	6
"jackhammer"	1
"jackie"	1
"jackknife"	1
"jackpot"	1
"jackson"	63
"jacksonville"	41
"jacob"	11
"jacobs"	9
"jacoby"	2
"jacory"	1
"jacque"	2
"jacqueline"	2
"jacques"	5
"jacuzzi"	3
"jaded"	1
"jaffe"	2
"jagodzinski"	2
"jags"	1
"jaguar"	1
"jaguars"	14
"jail"	4
"jailed"	1
"jailing"	1
"jailings"	1
"jake"	10
"jalen"	1
"jam"	8
"jamaal"	5
"jamaica"	1
"jamaican"	2
"jamaicans"	1
"jamal"	2
"jamboree"	1
"jameel"	2
"jamerson"	4
"james"	69
"jamie"	6
"jamin"	9
"jammed"	7
"jams"	1
"jan"	34
"jane"	8
"janeiro"	2
"janet"	6
"jang"	12
"janice"	1
"janis"	2
"janitor"	5
"jankovic"	2
"janlgardner"	1
"janne"	1
"jansing"	1
"january"	37
"japan"	39
"japanese"	99
"jared"	2
"jargon"	5
"jarius"	1
"jarome"	1
"jarrad"	2
"jarret"	3
"jarrett"	3
"jarring"	3
"jarringly"	1
"jarrod"	2
"jarron"	1
"jarvis"	4
"jashinsky"	1
"jason"	25
"jasper"	2
"jauron"	6
"java"	1
"jaw"	4
"jawad"	2
"jawboning"	1
"jawed"	1
"jaws"	2
"jax"	1
"jay"	12
"jaybo"	1
"jays"	4
"jayson"	1
"jazairi"	1
"jazeera"	2
"jazz"	11
"jazzed"	1
"jazzerciser"	1
"jbarrysptimes"	1
"jbenbow"	1
"jbs"	3
"jdlouhy"	2
"jealous"	2
"jean"	6
"jeanette"	1
"jeanne"	3
"jeans"	4
"jeb"	1
"jed"	1
"jeer"	2
"jeers"	1
"jeezy"	1
"jeff"	49
"jefferson"	8
"jeffersonville"	1
"jefferts"	3
"jeffery"	1
"jeffrey"	17
"jeffreys"	2
"jeffzeleny"	1
"jehovah"	2
"jelena"	1
"jelly"	3
"jellyroll"	1
"jelu"	1
"jemaah"	1
"jenkins"	44
"jenna"	1
"jennifer"	13
"jennings"	6
"jennise"	1
"jenny"	1
"jensenius"	5
"jeong"	1
"jeopardize"	2
"jeopardy"	6
"jeou"	3
"jeptoo"	2
"jeremiah"	7
"jeremy"	13
"jerez"	1
"jericho"	2
"jerious"	1
"jerk"	2
"jermaine"	2
"jerome"	3
"jerramy"	2
"jerrold"	1
"jerry"	19
"jersey"	25
"jerseys"	4
"jerusalem"	4
"jesse"	9
"jessica"	2
"jesuit"	2
"jesus"	3
"jet"	12
"jeter"	2
"jets"	63
"jett"	3
"jetted"	2
"jettisoned"	2
"jettisoning"	1
"jew"	3
"jewel"	2
"jewelers"	1
"jewelry"	10
"jewish"	24
"jews"	2
"jfk"	9
"jiabao"	2
"jibber"	1
"jibjab"	1
"jigsaw"	2
"jihad"	6
"jihadists"	1
"jiler"	2
"jill"	7
"jim"	42
"jimbo"	1
"jimenez"	1
"jimi"	1
"jimmie"	3
"jimmy"	24
"jin"	1
"jingoism"	1
"jinks"	1
"jirsa"	1
"jitters"	2
"jittery"	2
"jo"	2
"joan"	13
"joann"	2
"joanna"	2
"joanne"	1
"joao"	1
"joaquin"	2
"job"	157
"joba"	1
"jobless"	5
"joblessness"	2
"jobs"	86
"jocelyn"	1
"jock"	3
"jockeying"	2
"jocks"	2
"jocquez"	1
"jodi"	1
"jody"	2
"joe"	84
"joel"	3
"joelle"	1
"joey"	9
"jog"	1
"jogging"	1
"johan"	1
"johannesburg"	7
"johjima"	1
"john"	371
"johnmccain"	2
"johnny"	11
"johns"	8
"johnson"	90
"johnspizzerianyc"	1
"johnston"	2
"join"	25
"joined"	42
"joining"	8
"joins"	1
"joint"	22
"jointly"	2
"joints"	2
"joisey"	1
"joke"	10
"joked"	10
"joker"	2
"jokes"	16
"jokesters"	1
"jokey"	1
"jokinen"	3
"joking"	3
"jokingly"	4
"jolanda"	1
"jolla"	1
"jon"	40
"jonah"	1
